30.0000000000	0.0000000000	30.0000000000
40.0000000000	0.0000000000	30.0000000000
40.0000000000	0.0000000000	40.0000000000
30.0000000000	0.0000000000	40.0000000000
#

30.0000000000	0.0000000000	30.0000000000
35.0000000000	8.6600000000	30.0000000000
35.0000000000	8.6600000000	40.0000000000
30.0000000000	0.0000000000	40.0000000000
#

30.0000000000	0.0000000000	30.0000000000
25.0000000000	8.6600000000	30.0000000000
25.0000000000	8.6600000000	40.0000000000
30.0000000000	0.0000000000	40.0000000000
#

30.0000000000	0.0000000000	30.0000000000
20.0000000000	0.0000000000	30.0000000000
20.0000000000	0.0000000000	40.0000000000
30.0000000000	0.0000000000	40.0000000000
#

30.0000000000	0.0000000000	30.0000000000
25.0000000000	-8.6600000000	30.0000000000
25.0000000000	-8.6600000000	40.0000000000
30.0000000000	0.0000000000	40.0000000000
#

30.0000000000	0.0000000000	30.0000000000
35.0000000000	-8.6600000000	30.0000000000
35.0000000000	-8.6600000000	40.0000000000
30.0000000000	0.0000000000	40.0000000000
#

30.0000000000	0.0000000000	30.0000000000
40.0000000000	0.0000000000	30.0000000000
40.0000000000	0.0000000000	40.0000000000
30.0000000000	0.0000000000	40.0000000000
#

