0.0000000000	30.0000000000	30.0000000000
10.0000000000	30.0000000000	30.0000000000
10.0000000000	30.0000000000	40.0000000000
0.0000000000	30.0000000000	40.0000000000
#

0.0000000000	30.0000000000	30.0000000000
5.0000000000	38.6600000000	30.0000000000
5.0000000000	38.6600000000	40.0000000000
0.0000000000	30.0000000000	40.0000000000
#

0.0000000000	30.0000000000	30.0000000000
-5.0000000000	38.6600000000	30.0000000000
-5.0000000000	38.6600000000	40.0000000000
0.0000000000	30.0000000000	40.0000000000
#

0.0000000000	30.0000000000	30.0000000000
-10.0000000000	30.0000000000	30.0000000000
-10.0000000000	30.0000000000	40.0000000000
0.0000000000	30.0000000000	40.0000000000
#

0.0000000000	30.0000000000	30.0000000000
-5.0000000000	21.3400000000	30.0000000000
-5.0000000000	21.3400000000	40.0000000000
0.0000000000	30.0000000000	40.0000000000
#

0.0000000000	30.0000000000	30.0000000000
5.0000000000	21.3400000000	30.0000000000
5.0000000000	21.3400000000	40.0000000000
0.0000000000	30.0000000000	40.0000000000
#

0.0000000000	30.0000000000	30.0000000000
10.0000000000	30.0000000000	30.0000000000
10.0000000000	30.0000000000	40.0000000000
0.0000000000	30.0000000000	40.0000000000
#

